"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Response rate,Footnote for response rate,Footnote Number
367742,Not Available,11,Not Available,11,82,11,Not Available,11,89,11,Not Available,11,93,11,Not Available,11,89,11,77,11,12,11,50,11,11
367743,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367744,Not Available,11,Not Available,11,84,11,Not Available,11,80,11,Not Available,11,79,11,Not Available,11,92,11,64,11,18,11,29,11,11
367746,4,10,3,10,83,10,4,10,82,10,5,10,90,10,3,10,80,10,77,10,75,10,29,10,10
367754,3,,3,,87,,3,,82,,3,,80,,3,,81,,74,,209,,34,,
367755,5,,5,,93,,4,,88,,4,,84,,5,,92,,86,,81,,38,,
367758,3,,3,,85,,3,,82,,2,,76,,3,,75,,60,,345,,21,,
367761,Not Available,11,Not Available,11,80,11,Not Available,11,73,11,Not Available,11,77,11,Not Available,11,73,11,44,11,27,11,23,11,11
367762,Not Available,11,Not Available,11,68,11,Not Available,11,65,11,Not Available,11,95,11,Not Available,11,46,11,75,11,15,11,14,11,11
367763,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367764,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367766,Not Available,11,Not Available,11,94,11,Not Available,11,83,11,Not Available,11,85,11,Not Available,11,84,11,71,11,35,11,27,11,11
367770,5,11,4,11,87,11,4,11,83,11,5,11,89,11,5,11,88,11,85,11,64,11,38,11,11
367771,3,,2,,82,,3,,82,,4,,84,,3,,81,,72,,72,,22,,
367775,4,,3,,88,,4,,85,,4,,84,,4,,87,,75,,111,,21,,
367777,2,,2,,81,,2,,78,,1,,70,,2,,72,,52,,188,,19,,
367778,4,,3,,87,,4,,84,,4,,84,,3,,81,,78,,303,,30,,
367779,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367783,Not Available,"10,11",Not Available,"10,11",93,"10,11",Not Available,"10,11",86,"10,11",Not Available,"10,11",85,"10,11",Not Available,"10,11",96,"10,11",96,"10,11",26,"10,11",14,"10,11","10,11"
367784,3,,2,,83,,2,,79,,3,,81,,4,,83,,69,,284,,26,,
367785,4,,4,,90,,4,,87,,3,,81,,4,,86,,83,,310,,27,,
367786,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367787,2,,3,,84,,2,,79,,2,,77,,2,,71,,69,,91,,21,,
367790,3,11,4,11,88,11,2,11,82,11,4,11,83,11,3,11,80,11,58,11,44,11,27,11,11
367791,Not Available,11,Not Available,11,90,11,Not Available,11,69,11,Not Available,11,80,11,Not Available,11,84,11,86,11,25,11,18,11,11
367792,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367793,Not Available,11,Not Available,11,88,11,Not Available,11,77,11,Not Available,11,93,11,Not Available,11,70,11,64,11,13,11,13,11,11
367794,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367796,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367797,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
367798,3,,2,,84,,2,,79,,4,,84,,2,,84,,66,,96,,19,,
367799,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368000,Not Available,11,Not Available,11,94,11,Not Available,11,89,11,Not Available,11,77,11,Not Available,11,94,11,51,11,16,11,16,11,11
368002,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368003,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368004,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368005,Not Available,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,88,11,Not Available,11,90,11,87,11,17,11,13,11,11
368006,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368007,Not Available,9,Not Available,9,81,9,Not Available,9,92,9,Not Available,9,85,9,Not Available,9,88,9,19,9,4,9,11,9,9
368012,Not Available,9,Not Available,9,94,9,Not Available,9,88,9,Not Available,9,87,9,Not Available,9,86,9,99,9,7,9,6,9,9
368014,5,,5,,94,,5,,91,,3,,82,,5,,94,,89,,123,,36,,
368015,4,,4,,89,,4,,87,,4,,86,,5,,88,,84,,281,,34,,
368016,3,,4,,89,,3,,84,,2,,78,,4,,86,,81,,312,,25,,
368017,Not Available,9,Not Available,9,95,9,Not Available,9,92,9,Not Available,9,95,9,Not Available,9,90,9,89,9,2,9,40,9,9
368019,Not Available,11,Not Available,11,93,11,Not Available,11,94,11,Not Available,11,96,11,Not Available,11,96,11,94,11,12,11,11,11,11
368021,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,85,9,Not Available,9,100,9,100,9,4,9,10,9,9
368022,2,,1,,74,,2,,77,,4,,85,,2,,71,,68,,120,,40,,
368024,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368025,Not Available,11,Not Available,11,82,11,Not Available,11,88,11,Not Available,11,90,11,Not Available,11,91,11,92,11,12,11,31,11,11
368026,Not Available,9,Not Available,9,99,9,Not Available,9,75,9,Not Available,9,63,9,Not Available,9,99,9,25,9,3,9,15,9,9
368029,5,11,5,11,97,11,5,11,89,11,5,11,99,11,5,11,98,11,83,11,45,11,24,11,11
368030,5,,4,,89,,5,,89,,5,,90,,5,,87,,80,,94,,50,,
368032,3,11,2,11,78,11,3,11,78,11,2,11,76,11,3,11,72,11,68,11,55,11,33,11,11
368034,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368035,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368036,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368037,Not Available,11,Not Available,11,73,11,Not Available,11,75,11,Not Available,11,62,11,Not Available,11,96,11,63,11,14,11,36,11,11
368038,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368039,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368042,Not Available,9,Not Available,9,87,9,Not Available,9,90,9,Not Available,9,75,9,Not Available,9,92,9,75,9,9,9,15,9,9
368043,Not Available,11,Not Available,11,89,11,Not Available,11,78,11,Not Available,11,93,11,Not Available,11,78,11,69,11,35,11,20,11,11
368044,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368045,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368046,3,,3,,84,,3,,82,,3,,80,,3,,79,,70,,183,,22,,
368047,Not Available,9,Not Available,9,80,9,Not Available,9,80,9,Not Available,9,79,9,Not Available,9,50,9,91,9,8,9,20,9,9
368049,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368050,3,,3,,86,,2,,80,,3,,82,,4,,87,,72,,177,,25,,
368051,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368052,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368053,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368056,4,,4,,88,,4,,85,,3,,82,,4,,83,,77,,110,,20,,
368058,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368059,3,,4,,88,,3,,86,,2,,73,,3,,81,,76,,71,,20,,
368062,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368063,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368064,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368066,3,,3,,86,,3,,82,,2,,75,,3,,75,,63,,91,,36,,
368067,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368070,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368071,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368075,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368079,4,,4,,88,,4,,88,,4,,83,,4,,84,,77,,193,,33,,
368081,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368083,4,,4,,88,,3,,83,,3,,80,,4,,83,,80,,203,,35,,
368087,3,11,3,11,85,11,3,11,79,11,1,11,67,11,3,11,77,11,67,11,69,11,18,11,11
368088,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368092,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368093,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368094,3,,2,,83,,3,,85,,2,,71,,3,,80,,62,,78,,17,,
368095,Not Available,11,Not Available,11,88,11,Not Available,11,87,11,Not Available,11,91,11,Not Available,11,98,11,84,11,11,11,20,11,11
368097,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368099,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368100,Not Available,11,Not Available,11,92,11,Not Available,11,82,11,Not Available,11,84,11,Not Available,11,87,11,84,11,22,11,21,11,11
368102,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368103,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368104,5,,4,,90,,5,,87,,4,,85,,5,,86,,80,,392,,32,,
368106,3,,2,,85,,2,,78,,3,,82,,3,,83,,74,,74,,17,,
368108,Not Available,11,Not Available,11,95,11,Not Available,11,87,11,Not Available,11,96,11,Not Available,11,100,11,100,11,11,11,11,11,11
368109,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368112,Not Available,11,Not Available,11,84,11,Not Available,11,78,11,Not Available,11,84,11,Not Available,11,62,11,60,11,27,11,35,11,11
368113,Not Available,11,Not Available,11,87,11,Not Available,11,84,11,Not Available,11,69,11,Not Available,11,79,11,75,11,32,11,28,11,11
368114,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368115,4,,4,,91,,5,,90,,3,,82,,5,,94,,85,,97,,39,,
368116,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368118,4,,5,,91,,4,,83,,3,,81,,4,,81,,78,,95,,31,,
368120,Not Available,11,Not Available,11,75,11,Not Available,11,77,11,Not Available,11,91,11,Not Available,11,69,11,54,11,20,11,15,11,11
368121,4,11,4,11,89,11,4,11,90,11,4,11,86,11,5,11,90,11,70,11,57,11,34,11,11
368122,4,11,4,11,89,11,4,11,86,11,3,11,81,11,4,11,82,11,93,11,59,11,15,11,11
368125,Not Available,9,Not Available,9,100,9,Not Available,9,100,9,Not Available,9,96,9,Not Available,9,100,9,100,9,3,9,21,9,9
368128,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368130,Not Available,11,Not Available,11,92,11,Not Available,11,90,11,Not Available,11,87,11,Not Available,11,83,11,88,11,30,11,31,11,11
368131,2,,2,,83,,2,,78,,2,,78,,2,,74,,66,,330,,22,,
368132,5,11,5,11,88,11,5,11,88,11,5,11,87,11,4,11,82,11,73,11,56,11,25,11,11
368133,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368135,5,11,5,11,94,11,4,11,89,11,5,11,93,11,5,11,97,11,85,11,68,11,33,11,11
368137,5,11,5,11,90,11,5,11,93,11,5,11,87,11,5,11,86,11,88,11,66,11,45,11,11
368138,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368139,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368140,3,,3,,88,,3,,81,,3,,82,,4,,84,,68,,96,,24,,
368142,4,,4,,88,,4,,86,,5,,89,,4,,81,,74,,187,,30,,
368146,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368147,4,,4,,86,,4,,83,,3,,79,,5,,88,,80,,284,,27,,
368148,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368150,3,11,4,11,90,11,2,11,82,11,2,11,75,11,3,11,78,11,65,11,53,11,33,11,11
368151,3,,3,,84,,2,,76,,2,,78,,4,,80,,74,,77,,27,,
368152,Not Available,11,Not Available,11,81,11,Not Available,11,76,11,Not Available,11,83,11,Not Available,11,76,11,62,11,27,11,25,11,11
368153,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368154,4,,5,,91,,4,,87,,2,,74,,5,,90,,83,,418,,30,,
368155,3,,4,,88,,3,,83,,2,,78,,3,,79,,72,,147,,29,,
368156,Not Available,11,Not Available,11,68,11,Not Available,11,73,11,Not Available,11,67,11,Not Available,11,54,11,29,11,39,11,51,11,11
368157,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368158,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368159,Not Available,9,Not Available,9,2,9,Not Available,9,37,9,Not Available,9,100,9,Not Available,9,7,9,6,9,1,9,2,9,9
368161,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368162,4,11,3,11,87,11,4,11,85,11,5,11,87,11,4,11,82,11,86,11,45,11,27,11,11
368164,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368165,3,,2,,82,,2,,81,,3,,79,,4,,85,,75,,82,,31,,
368166,1,11,1,11,72,11,1,11,67,11,2,11,78,11,1,11,59,11,43,11,44,11,21,11,11
368168,5,,5,,90,,5,,90,,5,,91,,5,,89,,85,,112,,29,,
368170,Not Available,11,Not Available,11,89,11,Not Available,11,79,11,Not Available,11,88,11,Not Available,11,92,11,65,11,19,11,14,11,11
368171,4,,4,,90,,3,,83,,5,,89,,5,,87,,86,,74,,42,,
368172,3,,3,,84,,2,,79,,2,,76,,4,,78,,70,,79,,37,,
368173,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368175,3,,3,,86,,2,,82,,3,,80,,3,,80,,72,,235,,21,,
368177,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368181,Not Available,11,Not Available,11,81,11,Not Available,11,75,11,Not Available,11,62,11,Not Available,11,75,11,62,11,23,11,19,11,11
368184,2,,2,,83,,2,,78,,2,,76,,2,,76,,67,,244,,20,,
368185,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368186,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368187,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368188,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368189,Not Available,11,Not Available,11,86,11,Not Available,11,82,11,Not Available,11,86,11,Not Available,11,79,11,65,11,38,11,17,11,11
368190,Not Available,11,Not Available,11,96,11,Not Available,11,81,11,Not Available,11,74,11,Not Available,11,100,11,95,11,18,11,16,11,11
368191,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
368192,4,,4,,89,,5,,87,,3,,80,,5,,87,,76,,93,,24,,
368193,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
